,master_id,interested_in_categories_12,segment
387,2125ce04-aa51-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
390,ea36c9a4-ad32-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
400,328d030a-acff-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",cant_loose
401,6ebf7bc2-a77e-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",cant_loose
403,d1808642-1c9b-11ea-a490-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",at_Risk
415,05ff5f30-a256-11e9-a2fc-000d3a38a36f,"[COCUK, AKTIFSPOR]",new_customers
419,47df565c-a8f6-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",new_customers
427,d8fef74a-a564-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
433,b117247e-6d13-11ea-84a8-000d3a38a36f,"[COCUK, KADIN]",at_Risk
434,b7d2c252-9f21-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",at_Risk
439,5c14aae6-74f7-11ea-bb48-000d3a38a36f,"[AKTIFCOCUK, COCUK]",cant_loose
447,d086b176-ab35-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",at_Risk
452,f349eb80-f340-11e9-9346-000d3a38a36f,[ERKEK],cant_loose
460,786e7efc-a981-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK]",at_Risk
465,c1f0a998-15e6-11ea-aa74-000d3a38a36f,"[COCUK, KADIN]",cant_loose
467,c6975a84-b07c-11e9-9757-000d3a38a36f,[ERKEK],at_Risk
474,3e8a88b0-a734-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",at_Risk
499,8586047e-abb2-11e9-a2fc-000d3a38a36f,[ERKEK],cant_loose
528,c2ce301a-b3b1-11ea-8745-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",at_Risk
529,5f737b40-a577-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
536,de760d7a-a82b-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
537,f36da15a-183a-11ea-9213-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",cant_loose
539,85a17f5e-a853-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
545,0f61a0f0-b0df-11e9-9757-000d3a38a36f,[COCUK],at_Risk
549,8c891286-af66-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
553,a007deb8-d0ef-11ea-8b59-000d3a38a36f,[COCUK],new_customers
556,89784bc0-a570-11e9-a2fc-000d3a38a36f,[COCUK],cant_loose
557,ee056722-a821-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
569,311fa0aa-9ef3-11e9-9897-000d3a38a36f,"[COCUK, KADIN]",at_Risk
571,53832e66-21ff-11ea-ba6f-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",at_Risk
582,3f927872-a7d3-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",at_Risk
585,c165d9f4-a722-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
594,4660bd3c-ee0d-11e9-9346-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",cant_loose
595,23a68582-ae53-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
596,68dc4c1a-a28f-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
608,ddd48480-267c-11ea-b9a0-000d3a38a36f,"[COCUK, KADIN]",new_customers
610,090d6e42-9da6-11e9-9897-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
619,d2dd475e-121a-11ea-a001-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
624,0754ad2e-208f-11ea-87bf-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
627,dc9bd7cc-2b17-11ea-9d27-000d3a38a36f,"[ERKEK, COCUK]",at_Risk
641,f44b07d8-9918-11eb-9c47-000d3a38a36f,[AKTIFCOCUK],new_customers
653,e30c10ec-ab95-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",cant_loose
658,59b95ea2-ae11-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
663,9c49d80e-aabb-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",cant_loose
677,daa34756-b00c-11e9-9757-000d3a38a36f,[ERKEK],at_Risk
682,a3af8548-ee14-11e9-9346-000d3a38a36f,[AKTIFCOCUK],at_Risk
686,06f4d5fc-d8b3-11ea-bff6-000d3a38a36f,"[COCUK, KADIN]",at_Risk
687,f67b8098-d626-11e9-93bc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
707,d008d504-a530-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
715,5f026628-420f-11ea-96d9-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
739,5b409dec-ff21-11e9-a5e8-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",at_Risk
751,271a9228-9f8d-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
758,749c9660-a7e7-11e9-a2fc-000d3a38a36f,[COCUK],at_Risk
769,2e112ef0-2b9e-11ea-853d-000d3a38a36f,[COCUK],new_customers
795,88651efe-a186-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
803,e0d551b4-016a-11ea-a5e8-000d3a38a36f,[COCUK],at_Risk
810,2c666002-a255-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK]",at_Risk
818,5458e3ba-568b-11ea-b9b9-000d3a38a36f,[ERKEK],at_Risk
835,a80e9420-6296-11ea-9861-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
841,880a4c80-9786-11ea-a9c8-000d3a38a36f,"[ERKEK, AKTIFSPOR]",cant_loose
846,16eac9c4-b12e-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",at_Risk
852,51011b46-2f76-11eb-9c24-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
855,e87448ce-b117-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",at_Risk
858,cb57eb46-1acc-11ea-98d5-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
860,20c64e8e-a69b-11e9-a2fc-000d3a38a36f,[COCUK],cant_loose
868,8267786e-d6bd-11e9-93bc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",cant_loose
883,4865ec8c-4377-11ea-8b43-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
889,1180c914-5b53-11ea-85b9-000d3a38a36f,[ERKEK],at_Risk
895,afc278ec-e395-11e9-ad00-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
914,a8435ca2-d662-11e9-93bc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
917,0f415b78-f80c-11e9-b138-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",at_Risk
918,72ea8292-5150-11ea-99ba-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",at_Risk
930,19d9faa8-9fb1-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
937,ded9c78e-6b80-11ea-9c62-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",cant_loose
940,510f856e-a6f1-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",at_Risk
941,1f9ea324-ae4a-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
949,2d84f5c8-4f4a-11ea-99ba-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
951,b5e6f2a2-9f75-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
952,b64eeb04-abd3-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",cant_loose
958,0c12b7d8-a8d1-11e9-a2fc-000d3a38a36f,[COCUK],at_Risk
960,6201d566-a949-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
964,9b352790-9ee1-11eb-9c47-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",new_customers
970,8f81d826-9f38-11e9-9897-000d3a38a36f,[AKTIFCOCUK],at_Risk
978,a4ee6b24-5bcc-11ea-90e4-000d3a38a36f,[AKTIFCOCUK],at_Risk
981,2f29799e-1371-11eb-8ffc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",new_customers
985,047aca02-00bd-11eb-8341-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",at_Risk
992,f7b8490c-a113-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
993,02d44576-a596-11e9-a2fc-000d3a38a36f,[COCUK],cant_loose
997,525b2098-b1a7-11e9-89fa-000d3a38a36f,"[ERKEK, COCUK]",at_Risk
998,fdb42464-76bc-11ea-b23f-000d3a38a36f,"[ERKEK, COCUK]",new_customers
1000,04064990-a414-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1001,71313678-b018-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, COCUK]",at_Risk
1002,c640245c-ab14-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
1003,eb01a10e-a84d-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1005,7e7b417a-a546-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],at_Risk
1008,bde4d888-1965-11ea-b6a2-000d3a38a36f,[ERKEK],at_Risk
1033,4f414312-2bee-11ea-91ab-000d3a38a36f,[ERKEK],at_Risk
1040,e4677310-b044-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, COCUK]",at_Risk
1044,daa560bc-aeff-11e9-a2fc-000d3a38a36f,[ERKEK],cant_loose
1047,b953bab6-ff27-11ea-9792-000d3a38a36f,"[ERKEK, KADIN]",new_customers
1054,36ce90ae-a990-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1067,1d069e4e-5bcb-11ea-bdc3-000d3a38a36f,"[COCUK, KADIN]",at_Risk
1083,292e4bc8-ae00-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],at_Risk
1089,3ed92220-aecf-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",at_Risk
1097,f5bb7358-2b39-11ea-9d27-000d3a38a36f,[ERKEK],at_Risk
1099,a0312f9e-249b-11ea-bf27-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",cant_loose
1106,27f11544-1ca3-11ea-a490-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
1107,acdb6388-5301-11ea-9ade-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",at_Risk
1109,2049c722-a567-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",cant_loose
1118,c3e97256-9d32-11ea-a27a-000d3a38a36f,[COCUK],new_customers
1121,72e94c22-5b2a-11ea-83f1-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1152,7c1f1696-aebe-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",cant_loose
1159,a306c258-a50a-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",cant_loose
1161,824af6d0-af4e-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",at_Risk
1175,52c42222-502c-11ea-99ba-000d3a38a36f,[ERKEK],new_customers
1186,74df201c-a831-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],new_customers
1190,66f99eac-a3c0-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",cant_loose
1200,31a3515e-1f89-11ea-87bf-000d3a38a36f,"[COCUK, KADIN]",at_Risk
1202,cce83316-245f-11ea-a30f-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1211,0e919a4e-b194-11e9-89fa-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1214,8e50cca6-1aed-11ea-98d5-000d3a38a36f,[AKTIFCOCUK],new_customers
1218,267200b8-5bd5-11ea-86b7-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1225,faa988d4-abfd-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1234,d3cec30e-aeba-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1235,57beb0b4-6655-11ea-82da-000d3a38a36f,[ERKEK],at_Risk
1239,58973fe0-a94c-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",cant_loose
1245,bc2f61c0-afde-11e9-9757-000d3a38a36f,"[ERKEK, COCUK]",cant_loose
1248,f2b09554-5bda-11ea-ba40-000d3a38a36f,"[AKTIFCOCUK, COCUK]",cant_loose
1249,5c0ff6cc-127d-11ea-a001-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",at_Risk
1258,47b18f9e-ac46-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",at_Risk
1260,41b03de6-3a46-11ea-85d6-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",at_Risk
1266,ebbd8dfa-9e3a-11e9-9897-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",cant_loose
1268,a4bfb076-b001-11e9-9757-000d3a38a36f,"[COCUK, KADIN]",cant_loose
1277,ad37a9b4-eac8-11e9-88c1-000d3a38a36f,[COCUK],at_Risk
1282,45b47a70-b1ab-11e9-89fa-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",cant_loose
1299,473a1d4a-ffcc-11e9-a5e8-000d3a38a36f,[COCUK],at_Risk
1300,26d4503e-a4d2-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1309,67722ff0-5268-11ea-956d-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1314,0e4af202-a6c1-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",at_Risk
1320,c7ba1696-b16b-11e9-89fa-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
1325,4102b8a8-2644-11ea-8e1c-000d3a38a36f,"[ERKEK, COCUK]",at_Risk
1334,43e89b86-9ea5-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1335,46cdde6a-b057-11e9-9757-000d3a38a36f,[AKTIFCOCUK],at_Risk
1342,985f83ea-a24d-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
1344,1797e7dc-84a3-11ea-80af-000d3a38a36f,[ERKEK],new_customers
1349,a93c9b08-ac2f-11e9-a2fc-000d3a38a36f,[ERKEK],cant_loose
1353,0a4e6440-a9dc-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK]",cant_loose
1382,2578d574-74df-11ea-9f42-000d3a38a36f,"[ERKEK, COCUK, AKTIFSPOR]",at_Risk
1386,431eec7c-a1b7-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",at_Risk
1397,86900588-5b0a-11ea-9988-000d3a38a36f,[ERKEK],at_Risk
1404,c28a5b5e-ade2-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",at_Risk
1409,66e62d50-a7b1-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1412,43edaeb2-1daf-11ea-8bf2-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1414,1f84b88e-1ae0-11eb-8d74-000d3a38a36f,[ERKEK],new_customers
1417,fa58e084-ab74-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
1423,e2156bd0-263b-11eb-8a9b-000d3a38a36f,"[ERKEK, KADIN]",new_customers
1426,bbf51432-a581-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",at_Risk
1446,e01481a6-b04c-11e9-9757-000d3a38a36f,[ERKEK],at_Risk
1453,b33f0558-aa3d-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",at_Risk
1454,f1a127ba-aaf4-11e9-a2fc-000d3a38a36f,[COCUK],at_Risk
1460,8085982c-a513-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1462,9cbc03dc-a725-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",cant_loose
1463,283e0bd0-a22b-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1491,1a7fb1e2-5bd5-11ea-8d95-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
1498,dbfca856-aa79-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",at_Risk
1512,71fe386c-fc99-11e9-a5e8-000d3a38a36f,[ERKEK],at_Risk
1514,3564d196-aa1d-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",at_Risk
1554,ffca7a26-2b82-11ea-853d-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1572,bc6eb2a4-9e0d-11e9-9897-000d3a38a36f,[AKTIFCOCUK],at_Risk
1581,77fa07fa-b018-11e9-9757-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",cant_loose
1585,4c4675cc-b0a3-11e9-9757-000d3a38a36f,"[COCUK, KADIN]",at_Risk
1602,7427c896-a2e5-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",cant_loose
1613,855e7464-acf1-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],cant_loose
1616,27847e4c-a792-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1634,16346ada-ae7c-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",at_Risk
1636,ed324144-f12d-11e9-9346-000d3a38a36f,[COCUK],at_Risk
1645,6770946c-8f0a-11eb-8cb8-000d3a38a36f,[COCUK],new_customers
1660,7ea7a1b6-29e9-11ea-87cc-000d3a38a36f,"[COCUK, AKTIFSPOR]",cant_loose
1671,9957d1de-0121-11ea-a5e8-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",cant_loose
1684,869b0418-a7ca-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",at_Risk
1691,1f6ae350-a46c-11e9-a2fc-000d3a38a36f,[ERKEK],cant_loose
1696,dabccbc6-a29d-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1718,07e6019e-bec7-11ea-958c-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1729,2e9717f2-017a-11ea-a5e8-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1743,5a806568-9d60-11e9-9897-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1766,5fe1e444-a8e8-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",cant_loose
1769,10e02bac-deb8-11e9-957d-000d3a38a36f,"[ERKEK, COCUK]",at_Risk
1770,ba9247f2-f35d-11e9-9346-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",cant_loose
1771,25300900-2fe5-11ea-bb80-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",at_Risk
1787,24e7d676-a804-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",cant_loose
1788,3e1e4c50-a3d2-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1790,9f767036-a7b0-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",cant_loose
1793,c40ba2ec-9da4-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",cant_loose
1795,4c3b7e74-9f28-11e9-9897-000d3a38a36f,[ERKEK],cant_loose
1814,e7bc5c52-a59e-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",cant_loose
1829,6d926ec8-e5c0-11e9-ad00-000d3a38a36f,"[ERKEK, KADIN]",at_Risk
1831,c30351bc-1def-11ea-8bf2-000d3a38a36f,[AKTIFCOCUK],at_Risk
1832,9fe956d2-abf2-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",cant_loose
1839,3bf35200-9f26-11e9-9897-000d3a38a36f,[COCUK],at_Risk
1858,58c01158-b04b-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",at_Risk
1860,e4c43328-a718-11e9-a2fc-000d3a38a36f,[ERKEK],at_Risk
1864,15aafbda-9dcc-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",cant_loose
1865,18d2b56e-af83-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",cant_loose
1891,4965de8e-62c7-11ea-9861-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",at_Risk
1911,738a9978-a7c1-11e9-a2fc-000d3a38a36f,[COCUK],new_customers
1917,1517dc4e-9f73-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",cant_loose
1933,c04f8fa6-a808-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",at_Risk
1937,92c933e8-5438-11ea-b1db-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
1958,3db3aebe-d707-11e9-93bc-000d3a38a36f,[AKTIFCOCUK],at_Risk
1979,8f388cd0-a586-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",at_Risk
1987,58566a52-ada1-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",at_Risk
1995,91da948a-a5d4-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",at_Risk
2001,708c65d6-a86f-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",at_Risk
2012,b5851af2-45c7-11ea-a691-000d3a38a36f,[COCUK],at_Risk
2022,497f782c-a151-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",cant_loose
2030,5258542e-a9cf-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],cant_loose
2031,9e5e6d1e-3010-11ea-bb28-000d3a38a36f,"[COCUK, AKTIFSPOR]",at_Risk
2045,30d4f162-d626-11e9-93bc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",at_Risk
2078,f6a0c624-43b7-11ea-8b43-000d3a38a36f,"[COCUK, KADIN]",at_Risk
