,master_id,interested_in_categories_12,segment
254,71579c58-b0d3-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",champions
258,04241874-a9b6-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
265,a04dd5b8-ac9b-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",champions
271,66f9273e-a80b-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
273,fca6174c-aad1-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
274,cca6958a-d713-11e9-93bc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
275,c374d99c-e50d-11e9-ad00-000d3a38a36f,"[ERKEK, COCUK, AKTIFSPOR]",loyal_customers
277,2c0b3d24-aa68-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",champions
287,5d8ee67c-ab7e-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
294,7e0d2394-ab62-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
296,a525cb82-27d3-11ea-aaaa-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
297,0376755e-1eee-11ea-81ff-000d3a38a36f,[],loyal_customers
301,859bef06-ac24-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
302,37132e7c-5272-11ea-956d-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
304,9e6c32ca-a3a5-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
305,94be37e0-aa72-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
316,e12ffb50-b0a2-11e9-9757-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
318,682bc334-4f61-11ea-99ba-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
332,f79469f2-29bb-11ea-87cc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
338,b12a5880-5bb8-11ea-b13f-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
341,b362ebc0-b11e-11e9-9757-000d3a38a36f,[KADIN],loyal_customers
342,00a7bc8e-b085-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
344,86d30a68-27ca-11ea-aaaa-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
346,18ce6d20-4ad1-11eb-806e-000d3a38a36f,"[COCUK, AKTIFSPOR]",loyal_customers
348,7543920c-9e15-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
357,e4a0c398-9dea-11e9-9897-000d3a38a36f,[],loyal_customers
360,82a1351a-a772-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
365,b7f13038-ff1c-11e9-a5e8-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
368,ffe0ab60-6c79-11ea-9ddf-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
369,0ab4c6b4-ab2f-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
376,bd31c6ca-abd4-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
378,35ffaf42-1faa-11ea-87bf-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
381,d4fdf864-2852-11ea-b87a-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
382,8fb74378-aa4e-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",loyal_customers
384,6484be86-b112-11e9-9757-000d3a38a36f,[AKTIFSPOR],loyal_customers
386,37aad97e-af62-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",champions
391,827b451a-a7b5-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
411,3aad77da-5f2f-11ea-be5b-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
420,dcb4de10-2cd4-11eb-b280-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
421,901443c2-a94d-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
437,0fb6f970-d71c-11e9-93bc-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
441,bc81170e-5b32-11ea-a607-000d3a38a36f,"[COCUK, KADIN]",champions
442,a64afdd8-a7e1-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
445,5d841dbe-542a-11ea-b1db-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
448,237c589a-9dad-11e9-9897-000d3a38a36f,[ERKEK],loyal_customers
449,95a55bd6-b19a-11ea-b736-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
453,e305a27a-a41a-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
466,26503e2a-7916-11ea-bf74-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
468,afcfde5c-a7a3-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
470,0bc73304-9e3a-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",champions
477,41b77c6e-b044-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",champions
478,415cab4c-9df0-11e9-9897-000d3a38a36f,[COCUK],loyal_customers
483,24e1ad58-ab62-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
484,73800bb4-a453-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",champions
494,0fe4cc5a-7989-11ea-bf74-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
497,46d36ca0-ab60-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",loyal_customers
498,7752313c-a8ee-11e9-a2fc-000d3a38a36f,[],loyal_customers
502,d90b2df6-118b-11ea-a334-000d3a38a36f,"[COCUK, KADIN]",champions
511,fc22320c-66b4-11ea-82da-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
518,9bb5501c-a24b-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
523,cc66048c-a871-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",champions
526,1c7aecee-ede6-11e9-88c1-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
527,68345d96-5bf5-11ea-b92f-000d3a38a36f,[AKTIFSPOR],loyal_customers
531,217da632-a7f0-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
534,f20c2398-b0b3-11e9-9757-000d3a38a36f,"[COCUK, KADIN]",champions
544,36c9bc30-fefb-11e9-a5e8-000d3a38a36f,[AKTIFCOCUK],loyal_customers
554,b52e895a-a7a5-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],loyal_customers
561,2d34d7e6-48a6-11ea-b6c0-000d3a38a36f,[AKTIFSPOR],loyal_customers
565,87c87aaa-d696-11e9-93bc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
579,6e592f26-2c48-11ea-b752-000d3a38a36f,[ERKEK],loyal_customers
588,e9bb434a-7b01-11ea-8f20-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
589,d70c0e46-af19-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK]",loyal_customers
605,29b13302-b176-11e9-89fa-000d3a38a36f,"[COCUK, AKTIFSPOR]",loyal_customers
612,259e7756-b028-11e9-9757-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
614,05af90dc-9daa-11e9-9897-000d3a38a36f,[KADIN],loyal_customers
615,b34b2b36-a3ed-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
618,6faa6386-afe8-11e9-9757-000d3a38a36f,[ERKEK],loyal_customers
623,abd46336-a84d-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
625,a4251854-9eb8-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
629,c29e0384-b12f-11e9-9757-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
632,56ab80aa-227e-11ea-8523-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
642,5e2eb24e-9f10-11e9-9897-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
645,50abe676-a2dc-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
647,1c62422a-af70-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",champions
651,d380c0fc-a553-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
665,297a5700-afce-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
671,8c03b5c8-5b3c-11ea-b75d-000d3a38a36f,[],loyal_customers
675,fc728ce0-a29a-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
676,41f35f2a-1892-11ea-9213-000d3a38a36f,"[COCUK, KADIN]",champions
685,cfcc3e08-88c1-11ea-9c02-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
691,0c958672-f273-11e9-9346-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
699,7bdc9cdc-d70c-11e9-93bc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
703,d7cc5a3e-5bee-11ea-9bec-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
718,a77ff430-ad43-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
722,cda13a9a-2906-11ea-b87a-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
723,3291013a-2ba3-11ea-853d-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
726,21d218f4-a91a-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
733,d71ba602-1374-11ea-a001-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
736,d52c019a-e834-11e9-8bb8-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
741,bae9e420-5b50-11ea-82aa-000d3a38a36f,[ERKEK],loyal_customers
746,2ddc3dd2-b018-11e9-9757-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
750,63620742-f11e-11e9-9346-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
753,5765d098-4d6e-11ea-9c12-000d3a38a36f,[ERKEK],loyal_customers
761,af9fd696-a819-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",loyal_customers
764,482d6370-a74c-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
765,c15e4312-b16b-11e9-89fa-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
770,0d4db91e-2ef4-11ea-8467-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
773,66a7d478-519e-11ea-a243-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
782,8d4e66d8-a7c5-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
790,08e67754-b1a8-11e9-89fa-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
791,8b414cc2-a92b-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
799,61443c10-1b61-11ea-9812-000d3a38a36f,[],loyal_customers
801,7ec4e564-ae83-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
804,83dc4c02-d80f-11ea-aee7-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
814,03d21590-2622-11ea-8e1c-000d3a38a36f,"[ERKEK, KADIN]",champions
815,2878dd18-5b4f-11ea-b9f5-000d3a38a36f,[ERKEK],loyal_customers
817,0ceced88-00bc-11eb-8341-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
822,f58f0ff2-d66b-11e9-93bc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
827,ee8aa458-b129-11e9-9757-000d3a38a36f,[AKTIFSPOR],loyal_customers
832,7b459232-a797-11e9-a2fc-000d3a38a36f,[],loyal_customers
833,ee59a886-a426-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
838,c82f67e0-b196-11e9-89fa-000d3a38a36f,[KADIN],champions
843,34c9bebc-acf3-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
845,4d100e38-d672-11e9-93bc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
859,eed610e4-a9f1-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
865,3f93161a-26d0-11eb-8a9b-000d3a38a36f,"[COCUK, KADIN]",loyal_customers
872,45b2afd0-aa7e-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
874,314c89b4-c53d-11ea-9dde-000d3a38a36f,[AKTIFSPOR],loyal_customers
882,81df0d5e-49ee-11ea-b0b1-000d3a38a36f,[ERKEK],loyal_customers
899,f5794cb6-264e-11ea-8e1c-000d3a38a36f,[COCUK],loyal_customers
900,a665d39e-a0d2-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
902,d58318c6-a52d-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, AKTIFSPOR]",loyal_customers
905,76e281e6-afe9-11e9-9757-000d3a38a36f,[AKTIFCOCUK],loyal_customers
908,db14a398-ad7c-11e9-a2fc-000d3a38a36f,[],loyal_customers
911,9fa36baa-ff1b-11e9-a5e8-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",champions
913,436ed710-acc4-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
933,81af7e74-ac44-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",champions
935,092f4294-15ea-11ea-aa74-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
938,dd9f7d72-a246-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN]",loyal_customers
942,29551d80-a102-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
946,597f1de8-a833-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
947,647bc284-ffa2-11e9-a5e8-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
953,d0efdb4a-d6ac-11e9-93bc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
954,6a8e54bc-abdc-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
962,9bd3dbd8-ac58-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
968,4b9d3a8c-6734-11ea-9d38-000d3a38a36f,[AKTIFSPOR],loyal_customers
972,26726bac-affa-11e9-9757-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
973,a25170ce-a915-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",champions
975,633cc9ec-b04f-11e9-9757-000d3a38a36f,[],loyal_customers
977,4f05aac8-5443-11ea-b1db-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",champions
986,054c83de-3e21-11eb-806e-000d3a38a36f,[],loyal_customers
990,ebc6d4e6-aff6-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
996,afc7ddd0-5b97-11ea-a174-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
1004,27fe792c-ac97-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
1011,e894efa4-6cb2-11eb-b5d7-000d3a38a36f,"[ERKEK, COCUK, KADIN]",champions
1014,8f6b9616-e44c-11e9-ad00-000d3a38a36f,[ERKEK],loyal_customers
1015,9c7d1f98-6302-11ea-a6dc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
1020,82693422-28f4-11ea-b87a-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
1021,65465e32-ace5-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
1022,05b1365c-616e-11ea-8dd8-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",loyal_customers
1029,2b5816a2-1b8a-11ea-ac4f-000d3a38a36f,[AKTIFCOCUK],loyal_customers
1035,12702a08-a7c2-11e9-a2fc-000d3a38a36f,[],loyal_customers
1039,1f753698-a29b-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
1042,c577831c-a28b-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
1045,704c2a06-2570-11ea-b1c8-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
1049,7e8f2f28-a7bc-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
1052,77544dfe-5209-11ea-a243-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
1055,3a6d462c-b171-11e9-89fa-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
1056,e792f9e2-ab44-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",champions
1057,15ee9da4-2bed-11ea-91ab-000d3a38a36f,[KADIN],champions
1071,7504b9b4-df93-11e9-957d-000d3a38a36f,[ERKEK],loyal_customers
1072,d8036a58-dde8-11e9-a848-000d3a38a36f,"[ERKEK, COCUK, AKTIFSPOR]",loyal_customers
1078,df760a84-ab25-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN]",champions
1085,71d5b5e4-a8e9-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
1093,3227e180-735d-11ea-92d0-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
1105,eb3202c2-a5a0-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",loyal_customers
1124,4ba17d88-632c-11ea-a6dc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
1128,ed8424ee-5bdd-11ea-9134-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
1130,f03ef66a-1df7-11ea-8bf2-000d3a38a36f,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",loyal_customers
1132,8aff72fc-ae3f-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
1133,2716ec90-b0ae-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",champions
1134,fdd08240-244a-11ea-a30f-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
1135,427a8654-51df-11ea-a243-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
1137,eb14a074-9d1c-11e9-9897-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
1140,cbcef376-a5ba-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
1148,c51de428-5452-11ea-b1db-000d3a38a36f,"[AKTIFCOCUK, KADIN]",loyal_customers
1154,9e4c40ca-b1a4-11e9-89fa-000d3a38a36f,"[AKTIFCOCUK, KADIN]",champions
1173,4405c176-afbb-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
1174,aa2bd9be-b1f4-11e9-89fa-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
1178,0557c6ee-1952-11ea-b6a2-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
1180,2b6cf724-a9ad-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
1181,d52306e2-af1f-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
1187,dc0d46ec-219e-11ea-9618-000d3a38a36f,[AKTIFSPOR],loyal_customers
1191,ca0f6c1a-a9dd-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
1198,841e7c0a-a7f8-11e9-a2fc-000d3a38a36f,[],loyal_customers
1203,24bc45b4-001b-11ea-a5e8-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
1210,dac2dad2-a5dd-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
1215,fc518cb4-8841-11eb-9391-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
1216,5ed802e4-203f-11ea-87bf-000d3a38a36f,"[COCUK, AKTIFSPOR]",loyal_customers
1230,06856336-adb5-11e9-a2fc-000d3a38a36f,[],loyal_customers
1233,cdfbb0ae-22cd-11ea-8523-000d3a38a36f,[ERKEK],loyal_customers
1240,d47ba0c6-aba2-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
1244,666abec6-9e84-11e9-9897-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
1251,6ade35d4-ac06-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
1252,756045fe-1a12-11ea-941b-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
1259,8fb2e86e-a936-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
1263,9175d790-fa78-11e9-b138-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
1271,e29da59c-ac91-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",champions
